row_index,column,error_type,detail
785,instrumentalness,missing_value,
787,valence,missing_value,
789,danceability,missing_value,
789,liveness,missing_value,
791,energy,missing_value,
795,acousticness,missing_value,
796,liveness,missing_value,
800,liveness,missing_value,
804,tempo,missing_value,
808,tempo,missing_value,
811,instrumentalness,missing_value,
818,energy,missing_value,
819,loudness,outlier_low,-80.2620
823,energy,missing_value,
827,loudness,missing_value,
828,speechiness,missing_value,
829,acousticness,missing_value,
843,tempo,missing_value,
846,liveness,missing_value,
847,energy,missing_value,
852,energy,missing_value,
855,instrumentalness,missing_value,
857,energy,outlier_high,1.4262
859,speechiness,missing_value,
861,speechiness,missing_value,
862,tempo,missing_value,
863,acousticness,missing_value,
864,speechiness,missing_value,
865,liveness,missing_value,
869,speechiness,missing_value,
873,valence,missing_value,
874,energy,missing_value,
877,energy,outlier_low,-0.1298
881,danceability,missing_value,
888,tempo,missing_value,
889,energy,missing_value,
890,energy,missing_value,
900,tempo,missing_value,
910,energy,missing_value,
912,valence,missing_value,
914,instrumentalness,missing_value,
916,loudness,missing_value,
918,instrumentalness,missing_value,
923,speechiness,missing_value,
923,acousticness,missing_value,
926,speechiness,missing_value,
929,energy,missing_value,
935,acousticness,missing_value,
938,energy,missing_value,
939,valence,missing_value,
940,speechiness,missing_value,
948,danceability,missing_value,
955,instrumentalness,missing_value,
956,liveness,missing_value,
956,energy,missing_value,
957,liveness,missing_value,
961,danceability,missing_value,
962,loudness,missing_value,
966,danceability,missing_value,
967,loudness,outlier_low,-87.7265
967,valence,missing_value,
969,loudness,outlier_low,-86.5173
974,instrumentalness,missing_value,
979,loudness,missing_value,
981,tempo,missing_value,
987,valence,missing_value,
989,instrumentalness,missing_value,
991,energy,missing_value,
991,speechiness,missing_value,
996,loudness,missing_value,
997,loudness,missing_value,
997,energy,missing_value,
999,loudness,missing_value,
999,instrumentalness,missing_value,
999,tempo,missing_value,
1000,acousticness,missing_value,
1005,tempo,missing_value,
1006,speechiness,missing_value,
1007,loudness,outlier_high,8.9205
1012,tempo,missing_value,
1028,tempo,missing_value,
1031,energy,missing_value,
1031,liveness,missing_value,
1033,valence,missing_value,
1040,speechiness,missing_value,
1058,instrumentalness,missing_value,
1062,tempo,missing_value,
1066,energy,missing_value,
1067,loudness,missing_value,
1070,tempo,missing_value,
1071,tempo,missing_value,
1072,speechiness,missing_value,
1074,acousticness,missing_value,
1075,loudness,missing_value,
1076,liveness,missing_value,
1080,loudness,missing_value,
1083,tempo,missing_value,
1088,energy,outlier_high,1.3328
1092,danceability,missing_value,
1096,speechiness,missing_value,
1107,energy,missing_value,
1108,liveness,missing_value,
1111,speechiness,missing_value,
1115,energy,missing_value,
1118,valence,missing_value,
1119,speechiness,missing_value,
1121,loudness,outlier_high,6.6852
1125,valence,missing_value,
1133,acousticness,missing_value,
1134,valence,missing_value,
1136,danceability,missing_value,
1142,liveness,missing_value,
1144,acousticness,missing_value,
1161,energy,missing_value,
1162,loudness,missing_value,
1163,tempo,missing_value,
1164,liveness,missing_value,
1165,energy,missing_value,
1173,acousticness,missing_value,
1188,valence,missing_value,
1188,tempo,missing_value,
1192,acousticness,missing_value,
1198,speechiness,missing_value,
1200,loudness,missing_value,
1202,danceability,outlier_high,1.3929
1204,valence,missing_value,
1206,danceability,outlier_low,-0.1537
1211,speechiness,missing_value,
1211,acousticness,missing_value,
1212,speechiness,missing_value,
1212,loudness,missing_value,
1215,loudness,missing_value,
1221,danceability,outlier_low,-0.0249
1222,tempo,missing_value,
1225,energy,missing_value,
1228,liveness,missing_value,
1230,loudness,missing_value,
1238,energy,missing_value,
1239,tempo,missing_value,
1243,loudness,missing_value,
1243,energy,missing_value,
1249,loudness,outlier_high,2.2715
1249,acousticness,missing_value,
1258,instrumentalness,missing_value,
1259,speechiness,missing_value,
1264,speechiness,missing_value,
1269,danceability,missing_value,
1272,danceability,missing_value,
1275,energy,missing_value,
1279,loudness,missing_value,
1279,acousticness,missing_value,
1284,tempo,missing_value,
1293,energy,outlier_high,1.4592
1295,instrumentalness,missing_value,
1299,tempo,outlier_high,330.5251
1301,tempo,missing_value,
1301,instrumentalness,missing_value,
1302,energy,missing_value,
1303,valence,outlier_low,-0.2109
1303,instrumentalness,missing_value,
1305,loudness,missing_value,
1307,energy,missing_value,
1308,liveness,missing_value,
1312,danceability,missing_value,
1313,speechiness,missing_value,
1313,energy,missing_value,
1315,speechiness,missing_value,
1318,instrumentalness,missing_value,
1323,instrumentalness,missing_value,
1323,acousticness,missing_value,
1323,loudness,missing_value,
1323,danceability,missing_value,
1324,liveness,missing_value,
1328,danceability,missing_value,
1332,energy,missing_value,
1335,valence,missing_value,
1335,danceability,missing_value,
1336,speechiness,missing_value,
1343,instrumentalness,missing_value,
1353,speechiness,missing_value,
1353,energy,missing_value,
1365,valence,missing_value,
1366,valence,missing_value,
1373,tempo,missing_value,
1377,danceability,missing_value,
1385,instrumentalness,missing_value,
1388,instrumentalness,missing_value,
1394,valence,missing_value,
1394,danceability,missing_value,
1405,valence,missing_value,
1409,loudness,missing_value,
1411,valence,missing_value,
1420,instrumentalness,missing_value,
1423,liveness,missing_value,
1426,acousticness,missing_value,
1434,tempo,missing_value,
1434,loudness,missing_value,
1434,speechiness,missing_value,
1435,speechiness,missing_value,
1436,energy,missing_value,
1440,speechiness,missing_value,
1443,danceability,missing_value,
1449,loudness,missing_value,
1452,valence,missing_value,
1456,loudness,missing_value,
1457,speechiness,missing_value,
1458,valence,missing_value,
1464,danceability,missing_value,
1468,acousticness,missing_value,
1469,energy,missing_value,
1470,energy,missing_value,
1471,danceability,missing_value,
1473,loudness,missing_value,
1475,speechiness,missing_value,
1476,loudness,missing_value,
1483,danceability,outlier_low,-0.2645
1487,danceability,outlier_low,-0.1081
1490,liveness,missing_value,
1491,liveness,missing_value,
1494,acousticness,missing_value,
1497,loudness,missing_value,
1497,energy,missing_value,
1498,danceability,missing_value,
1499,loudness,missing_value,
1500,acousticness,missing_value,
1511,valence,missing_value,
1513,tempo,missing_value,
1514,instrumentalness,missing_value,
1517,valence,outlier_high,1.1183
1519,danceability,missing_value,
1522,tempo,missing_value,
1528,speechiness,missing_value,
1528,energy,missing_value,
1529,valence,missing_value,
1529,energy,missing_value,
1530,energy,missing_value,
1540,acousticness,missing_value,
1545,valence,missing_value,
1548,danceability,outlier_high,1.0634
1551,energy,missing_value,
1555,energy,missing_value,
1556,loudness,missing_value,
1556,liveness,missing_value,
1563,liveness,missing_value,
1570,acousticness,missing_value,
1587,loudness,missing_value,
1587,energy,missing_value,
1587,danceability,outlier_low,-0.1996
1589,tempo,missing_value,
1593,tempo,missing_value,
1594,speechiness,missing_value,
1599,instrumentalness,missing_value,
1600,speechiness,missing_value,
1602,danceability,missing_value,
1605,valence,missing_value,
1605,instrumentalness,missing_value,
1608,valence,missing_value,
1612,danceability,missing_value,
1613,tempo,missing_value,
1615,speechiness,missing_value,
1617,energy,missing_value,
1618,speechiness,missing_value,
1619,danceability,missing_value,
1619,speechiness,missing_value,
1620,acousticness,missing_value,
1624,danceability,missing_value,
1626,valence,missing_value,
1627,loudness,missing_value,
1627,valence,outlier_low,-0.1609
1632,danceability,missing_value,
1633,tempo,missing_value,
1635,valence,outlier_low,-0.1346
1637,loudness,missing_value,
1639,acousticness,missing_value,
1646,loudness,missing_value,
1647,danceability,outlier_high,1.1077
1648,energy,missing_value,
1649,liveness,missing_value,
1652,tempo,missing_value,
1661,loudness,missing_value,
1662,danceability,outlier_high,1.0574
1662,loudness,missing_value,
1664,valence,outlier_low,-0.1084
1669,danceability,missing_value,
1670,valence,missing_value,
1676,valence,outlier_high,1.1988
1682,speechiness,missing_value,
1687,acousticness,missing_value,
1693,loudness,missing_value,
1694,liveness,missing_value,
1699,instrumentalness,missing_value,
1699,energy,missing_value,
1702,danceability,missing_value,
1703,liveness,missing_value,
1706,tempo,outlier_low,2.4147
1712,liveness,missing_value,
1722,valence,missing_value,
1725,tempo,missing_value,
1729,liveness,missing_value,
1734,speechiness,missing_value,
1747,danceability,missing_value,
1747,liveness,missing_value,
1747,loudness,outlier_low,-75.3589
1748,tempo,missing_value,
1763,instrumentalness,missing_value,
1765,instrumentalness,missing_value,
1765,tempo,missing_value,
1765,loudness,missing_value,
1766,tempo,outlier_low,8.4895
1769,liveness,missing_value,
1775,liveness,missing_value,
1777,danceability,missing_value,
1779,loudness,missing_value,
1779,liveness,missing_value,
1789,loudness,missing_value,
1792,danceability,missing_value,
1792,speechiness,missing_value,
1795,valence,missing_value,
1797,valence,missing_value,
1798,instrumentalness,missing_value,
1801,danceability,outlier_high,1.4228
1802,danceability,outlier_high,1.3179
1803,speechiness,missing_value,
1805,liveness,missing_value,
1806,speechiness,missing_value,
1808,instrumentalness,missing_value,
1812,danceability,missing_value,
1812,liveness,missing_value,
1813,liveness,missing_value,
1817,loudness,missing_value,
1818,danceability,missing_value,
1822,energy,missing_value,
1825,tempo,missing_value,
1826,liveness,missing_value,
1827,instrumentalness,missing_value,
1832,liveness,missing_value,
1832,energy,missing_value,
1839,acousticness,missing_value,
1840,loudness,missing_value,
1844,acousticness,missing_value,
1846,liveness,missing_value,
1847,valence,missing_value,
1848,danceability,missing_value,
1849,danceability,missing_value,
1855,valence,missing_value,
1856,loudness,missing_value,
1874,energy,missing_value,
1881,loudness,outlier_low,-76.2634
1882,energy,outlier_low,-0.1716
1883,valence,outlier_low,-0.0735
1885,acousticness,missing_value,
1898,acousticness,missing_value,
1900,acousticness,missing_value,
1906,speechiness,missing_value,
1910,loudness,outlier_low,-82.2612
1915,instrumentalness,missing_value,
1920,liveness,missing_value,
1921,instrumentalness,missing_value,
1923,energy,missing_value,
1925,danceability,missing_value,
1927,loudness,outlier_high,3.4224
1933,acousticness,missing_value,
1934,speechiness,missing_value,
1940,speechiness,missing_value,
1942,danceability,outlier_low,-0.2530
1943,acousticness,missing_value,
1944,valence,missing_value,
1944,loudness,missing_value,
1946,energy,missing_value,
1948,valence,outlier_high,1.2400
1950,loudness,missing_value,
1964,tempo,missing_value,
1965,liveness,missing_value,
1969,loudness,missing_value,
1979,liveness,missing_value,
1979,tempo,missing_value,
1980,loudness,missing_value,
1985,speechiness,missing_value,
1986,speechiness,missing_value,
1993,instrumentalness,missing_value,
2008,tempo,missing_value,
2022,instrumentalness,missing_value,
2022,danceability,missing_value,
2023,valence,missing_value,
2027,liveness,missing_value,
2030,loudness,missing_value,
2030,valence,missing_value,
2032,acousticness,missing_value,
2040,instrumentalness,missing_value,
2042,loudness,outlier_low,-72.3240
2046,energy,missing_value,
2048,valence,missing_value,
2059,loudness,missing_value,
2065,danceability,missing_value,
2065,loudness,outlier_low,-78.3870
2066,tempo,missing_value,
2069,loudness,missing_value,
2070,loudness,missing_value,
2076,loudness,missing_value,
2085,danceability,outlier_high,1.3773
2087,valence,outlier_low,-0.0257
2092,danceability,missing_value,
2093,instrumentalness,missing_value,
2103,valence,missing_value,
2109,danceability,missing_value,
2111,liveness,missing_value,
2122,valence,outlier_high,1.0854
2122,instrumentalness,missing_value,
2128,energy,missing_value,
2130,valence,missing_value,
2142,speechiness,missing_value,
2142,loudness,missing_value,
2151,acousticness,missing_value,
2153,loudness,missing_value,
2154,energy,missing_value,
2159,valence,missing_value,
2165,speechiness,missing_value,
2166,instrumentalness,missing_value,
2170,tempo,missing_value,
2171,speechiness,missing_value,
2173,liveness,missing_value,
2177,valence,missing_value,
2179,tempo,missing_value,
2180,tempo,missing_value,
2181,acousticness,missing_value,
2183,valence,missing_value,
2183,instrumentalness,missing_value,
2184,valence,missing_value,
2184,tempo,missing_value,
2192,loudness,outlier_high,6.2527
2195,instrumentalness,missing_value,
2204,speechiness,missing_value,
2204,loudness,missing_value,
2205,danceability,missing_value,
2213,acousticness,missing_value,
2214,loudness,outlier_low,-83.0327
2214,danceability,missing_value,
2219,instrumentalness,missing_value,
2220,liveness,missing_value,
2224,speechiness,missing_value,
2226,energy,missing_value,
2227,loudness,missing_value,
2232,danceability,missing_value,
2233,danceability,outlier_high,1.2677
2233,tempo,missing_value,
2243,tempo,missing_value,
2243,liveness,missing_value,
2254,energy,missing_value,
2261,valence,missing_value,
2267,energy,missing_value,
2269,instrumentalness,missing_value,
2270,tempo,missing_value,
2272,valence,missing_value,
2272,tempo,missing_value,
2284,danceability,missing_value,
2286,acousticness,missing_value,
2291,danceability,missing_value,
2302,loudness,outlier_low,-71.4547
2308,danceability,outlier_low,-0.1540
2311,valence,missing_value,
2317,danceability,outlier_low,-0.0748
2318,instrumentalness,missing_value,
2318,loudness,outlier_low,-85.5689
2323,energy,missing_value,
2326,loudness,outlier_low,-71.6510
2326,energy,outlier_low,-0.1673
2330,speechiness,missing_value,
2331,loudness,missing_value,
2339,instrumentalness,missing_value,
2340,danceability,outlier_high,1.1336
2359,tempo,missing_value,
2360,acousticness,missing_value,
2363,danceability,outlier_low,-0.2674
2363,energy,missing_value,
2368,tempo,missing_value,
2368,loudness,missing_value,
2373,liveness,missing_value,
2375,acousticness,missing_value,
2377,liveness,missing_value,
2379,danceability,missing_value,
2379,valence,missing_value,
2380,valence,missing_value,
2385,valence,missing_value,
2385,energy,missing_value,
2390,tempo,missing_value,
2391,valence,missing_value,
2394,speechiness,missing_value,
2401,acousticness,missing_value,
2403,tempo,missing_value,
2405,speechiness,missing_value,
2411,danceability,missing_value,
2418,energy,missing_value,
2419,loudness,missing_value,
2425,danceability,outlier_high,1.4395
2426,energy,missing_value,
2427,valence,missing_value,
2429,valence,missing_value,
2441,acousticness,missing_value,
2442,tempo,missing_value,
2447,danceability,missing_value,
2449,energy,missing_value,
2452,loudness,missing_value,
2459,loudness,missing_value,
2462,instrumentalness,missing_value,
2466,liveness,missing_value,
2469,acousticness,missing_value,
2478,valence,missing_value,
2486,instrumentalness,missing_value,
2490,instrumentalness,missing_value,
2490,danceability,missing_value,
2492,acousticness,missing_value,
2496,danceability,missing_value,
2499,loudness,missing_value,
2500,loudness,missing_value,
2505,tempo,outlier_low,11.8865
2514,speechiness,missing_value,
2518,energy,missing_value,
2520,liveness,missing_value,
2521,valence,outlier_high,1.2788
2526,danceability,missing_value,
2529,valence,missing_value,
2532,tempo,outlier_high,316.2073
2532,energy,missing_value,
2535,liveness,missing_value,
2556,instrumentalness,missing_value,
2556,tempo,outlier_high,380.4648
2560,danceability,missing_value,
2565,acousticness,missing_value,
2568,instrumentalness,missing_value,
2569,danceability,missing_value,
2571,valence,missing_value,
2577,valence,outlier_high,1.3247
2577,danceability,missing_value,
2577,acousticness,missing_value,
2581,danceability,outlier_high,1.1498
2585,tempo,missing_value,
2585,energy,missing_value,
2587,liveness,missing_value,
2597,loudness,missing_value,
2597,acousticness,missing_value,
2599,speechiness,missing_value,
2600,instrumentalness,missing_value,
2603,speechiness,missing_value,
2607,energy,missing_value,
2612,acousticness,missing_value,
2613,loudness,outlier_low,-84.1569
2615,energy,outlier_high,1.4952
2622,liveness,missing_value,
2633,loudness,missing_value,
2634,danceability,missing_value,
2635,speechiness,missing_value,
2638,valence,outlier_low,-0.2203
2641,speechiness,missing_value,
2643,valence,outlier_low,-0.1212
2645,danceability,outlier_low,-0.1106
2654,valence,missing_value,
2656,valence,outlier_high,1.3288
2660,speechiness,missing_value,
2664,valence,missing_value,
2665,liveness,missing_value,
2674,speechiness,missing_value,
2679,acousticness,missing_value,
2687,liveness,missing_value,
2688,tempo,missing_value,
2690,instrumentalness,missing_value,
2692,acousticness,missing_value,
2705,danceability,missing_value,
2710,energy,missing_value,
2712,loudness,missing_value,
2713,loudness,outlier_high,5.7661
2713,speechiness,missing_value,
2714,tempo,missing_value,
2715,energy,outlier_low,-0.2760
2719,instrumentalness,missing_value,
2721,energy,missing_value,
2728,acousticness,missing_value,
2733,energy,outlier_high,1.3662
2737,energy,missing_value,
2738,danceability,missing_value,
2738,speechiness,missing_value,
2739,energy,missing_value,
2749,danceability,missing_value,
2749,acousticness,missing_value,
2750,energy,outlier_high,1.0528
2760,liveness,missing_value,
2761,speechiness,missing_value,
2765,speechiness,missing_value,
2769,energy,missing_value,
2771,loudness,missing_value,
2776,tempo,outlier_low,12.7138
2780,valence,missing_value,
2783,valence,missing_value,
2785,tempo,outlier_high,367.2017
2785,loudness,missing_value,
2785,energy,missing_value,
2791,valence,missing_value,
2796,tempo,outlier_high,336.6554
2801,loudness,missing_value,
2802,speechiness,missing_value,
2803,energy,missing_value,
2804,loudness,missing_value,
2806,acousticness,missing_value,
2811,valence,missing_value,
2813,danceability,missing_value,
2821,loudness,missing_value,
2823,danceability,outlier_low,-0.2741
2824,energy,missing_value,
2826,instrumentalness,missing_value,
2830,loudness,outlier_low,-79.3213
2832,liveness,missing_value,
2832,valence,missing_value,
2835,valence,missing_value,
2840,danceability,missing_value,
2841,valence,missing_value,
2843,energy,missing_value,
2844,speechiness,missing_value,
2852,acousticness,missing_value,
2855,speechiness,missing_value,
2865,tempo,missing_value,
2865,valence,missing_value,
2867,speechiness,missing_value,
2867,tempo,missing_value,
2868,instrumentalness,missing_value,
2869,acousticness,missing_value,
2871,valence,missing_value,
2875,loudness,missing_value,
2879,liveness,missing_value,
2889,liveness,missing_value,
2891,speechiness,missing_value,
2893,valence,missing_value,
2896,liveness,missing_value,
2899,danceability,missing_value,
2901,instrumentalness,missing_value,
2906,energy,missing_value,
2907,tempo,missing_value,
2914,valence,missing_value,
2914,speechiness,missing_value,
2918,loudness,missing_value,
2922,tempo,outlier_high,341.1963
2923,liveness,missing_value,
2932,instrumentalness,missing_value,
2936,tempo,missing_value,
2937,tempo,missing_value,
2938,liveness,missing_value,
2938,danceability,missing_value,
2938,instrumentalness,missing_value,
2942,instrumentalness,missing_value,
2946,energy,missing_value,
2960,danceability,missing_value,
2960,speechiness,missing_value,
2965,tempo,missing_value,
2974,liveness,missing_value,
2977,danceability,missing_value,
2981,valence,missing_value,
2987,energy,missing_value,
2992,instrumentalness,missing_value,
2998,liveness,missing_value,
3000,acousticness,missing_value,
3002,danceability,outlier_low,-0.2739
3005,acousticness,missing_value,
3006,loudness,missing_value,
3021,loudness,missing_value,
3022,danceability,missing_value,
3023,speechiness,missing_value,
3024,instrumentalness,missing_value,
3028,acousticness,missing_value,
3030,danceability,missing_value,
3033,danceability,missing_value,
3037,liveness,missing_value,
3040,danceability,missing_value,
3047,tempo,missing_value,
3052,energy,outlier_high,1.1867
3054,instrumentalness,missing_value,
3056,speechiness,missing_value,
3059,danceability,missing_value,
3061,acousticness,missing_value,
3076,loudness,missing_value,
3076,energy,outlier_low,-0.0420
3080,acousticness,missing_value,
3090,danceability,missing_value,
3092,speechiness,missing_value,
3094,instrumentalness,missing_value,
3098,tempo,missing_value,
3102,danceability,outlier_high,1.0726
3122,instrumentalness,missing_value,
3128,energy,missing_value,
3142,danceability,missing_value,
3143,valence,missing_value,
3146,tempo,missing_value,
3153,loudness,outlier_low,-87.0942
3153,tempo,outlier_high,398.1290
3159,acousticness,missing_value,
3162,danceability,missing_value,
3163,energy,outlier_high,1.4066
3163,loudness,missing_value,
3164,danceability,outlier_high,1.4203
3165,liveness,missing_value,
3165,tempo,outlier_low,14.7547
3169,tempo,missing_value,
3174,loudness,missing_value,
3179,loudness,missing_value,
3180,energy,missing_value,
3181,acousticness,missing_value,
3183,liveness,missing_value,
3184,liveness,missing_value,
3192,acousticness,missing_value,
3194,acousticness,missing_value,
3195,loudness,missing_value,
3198,instrumentalness,missing_value,
3201,energy,outlier_high,1.0782
3203,loudness,missing_value,
3205,loudness,missing_value,
3206,acousticness,missing_value,
3208,valence,outlier_low,-0.2601
3212,liveness,missing_value,
3213,instrumentalness,missing_value,
3214,instrumentalness,missing_value,
3215,instrumentalness,missing_value,
3216,danceability,missing_value,
3218,tempo,missing_value,
3219,loudness,outlier_low,-81.7010
3226,valence,missing_value,
3230,tempo,missing_value,
3234,energy,missing_value,
3241,acousticness,missing_value,
3244,speechiness,missing_value,
3247,energy,missing_value,
3254,acousticness,missing_value,
3259,tempo,missing_value,
3259,valence,missing_value,
3261,instrumentalness,missing_value,
3266,tempo,missing_value,
3273,loudness,missing_value,
3274,tempo,missing_value,
3276,liveness,missing_value,
3277,energy,missing_value,
3279,tempo,missing_value,
3282,tempo,missing_value,
3282,speechiness,missing_value,
3284,speechiness,missing_value,
3292,energy,missing_value,
3293,speechiness,missing_value,
3295,energy,missing_value,
3297,loudness,missing_value,
3298,tempo,missing_value,
3312,tempo,outlier_low,14.9854
3313,tempo,missing_value,
3314,valence,missing_value,
3325,liveness,missing_value,
3330,acousticness,missing_value,
3336,tempo,missing_value,
3338,instrumentalness,missing_value,
3340,acousticness,missing_value,
3344,tempo,missing_value,
3346,instrumentalness,missing_value,
3346,loudness,outlier_high,7.5110
3347,instrumentalness,missing_value,
3347,liveness,missing_value,
3347,tempo,missing_value,
3349,acousticness,missing_value,
3352,speechiness,missing_value,
3361,instrumentalness,missing_value,
3364,speechiness,missing_value,
3368,energy,missing_value,
3369,tempo,missing_value,
3371,acousticness,missing_value,
3372,loudness,missing_value,
3375,energy,missing_value,
3378,instrumentalness,missing_value,
3382,valence,missing_value,
3391,acousticness,missing_value,
3392,tempo,missing_value,
3409,speechiness,missing_value,
3409,loudness,missing_value,
3409,acousticness,missing_value,
3410,acousticness,missing_value,
3410,loudness,missing_value,
3411,valence,missing_value,
3415,loudness,missing_value,
3416,instrumentalness,missing_value,
3421,danceability,missing_value,
3423,valence,missing_value,
3425,danceability,missing_value,
3426,danceability,missing_value,
3426,energy,missing_value,
3431,loudness,missing_value,
3433,instrumentalness,missing_value,
3436,loudness,missing_value,
3436,energy,outlier_high,1.3044
3437,tempo,missing_value,
3438,energy,missing_value,
3439,danceability,missing_value,
3444,tempo,missing_value,
3445,acousticness,missing_value,
3446,speechiness,missing_value,
3449,speechiness,missing_value,
3453,speechiness,missing_value,
3455,loudness,missing_value,
3456,loudness,missing_value,
3466,acousticness,missing_value,
3469,instrumentalness,missing_value,
